"true_a_rew","true_a_pun","true_K","true_theta","true_omega_f","true_omega_p","infer_a_rew","infer_a_pun","infer_K","infer_theta","infer_omega_f","infer_omega_p","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
0.8886938419,0.3309830224,0.4044801166,0.2172651674,-0.6297877895,1.9116278236,0.893241408671524,0.148677617712381,1.23676412559486,0.11492974424862,0.967646368113865,0.21716327964989,2,3,4,2,2,4,3,4,2,2,2,2,2,2,4,4,4,2,2,3,2,2,3,3,2,2,4,4,3,1,2,3,1,2,2,2,3,3,4,2,3,3,4,1,4,2,1,2,1,3,1,3,3,1,3,3,4,3,3,3,2,4,2,4,2,4,3,4,4,2,4,2,4,4,2,2,2,3,3,3,2,2,3,3,1,3,3,3,3,4,3,4,3,3,4,4,4,4,3,4
0.7046271611,0.1261621131,4.0078288358,2.6362650809,1.6200860136,0.4796995768,0.983977962819985,0.159025809578372,2.57407444175712,2.59193039453512,1.06778827848034,0.147853520380656,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2,1,1,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.4675841521,0.4307930453,2.9474452917,1.9677001386,-0.2572774351,1.4870294284,0.393919858316946,0.338249187458399,3.12057806916565,1.091271959977,-0.137811625886171,0.561488592053411,2,1,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4
0.9522189949,0.6660533281,0.4263617762,3.4983790708,1.4711462113,1.8432297425,0.745296287273563,0.459406477728872,1.62909926482123,1.79387256170568,0.687268926736614,2.37628540842903,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
0.3171314723,0.4982028651,1.0894765544,4.0637346712,1.6162687897,-0.2901590387,0.921932933069179,0.499674913679483,0.727430884180557,1.15075193160077,1.53576843293345,1.17414516000391,2,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,3,1,3,4
0.5659994104,0.8426230165,0.1186969184,3.5599475377,0.2591464956,-1.1564778345,0.392154634457691,0.745359143281965,0.958554282951652,2.67751230796638,0.508671451545693,-1.25516772782272,2,4,4,3,4,2,2,2,2,1,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.7798713394,0.1616606306,3.0026374407,1.0815029227,0.3487573767,-0.5209606425,0.783868415261581,0.160967565779888,1.73447201937352,0.200724200482909,-0.0265746368876125,-0.0597426172637068,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,4,1,3,3,3,1,1,1,4,3,2,3,2,2,4,1,2,2,2,2,1,4,4,4,4,4,1,4,1,4,1,3,4,3,3,4,3,3,1,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,3,4,4,4,4,4,4,4,4,4,4,3,4
0.2902734253,0.2406987339,0.5111739919,2.5217979417,0.9406451432,-0.2292894927,0.249900681897788,0.364917115426719,1.07408104886353,0.557684193486051,4.0359348654541,0.538170367649581,2,4,4,4,4,3,3,2,1,4,2,2,2,2,2,2,4,4,4,4,1,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,1,3,4,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3
0.6560698372,0.2244348684,1.5283864832,1.6751539171,1.8925253637,1.7190212084,0.935915335658714,0.236470202547658,0.879012913982369,1.7830052302556,0.966609062706952,1.90898111140554,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.5029698205,0.377361865,2.1802827193,3.1035361292,-0.4857287723,-0.4386606246,0.546652759603018,0.389684854663371,2.01570354729806,2.95696475041287,-0.53822511351888,-0.656286872978583,2,2,2,1,2,1,1,2,1,1,2,3,2,2,1,2,1,2,3,4,3,4,3,3,3,3,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,3,4,3,3,4,4,4,3,3,3,3,4,3,4,3,4,3,3,4,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4
0.7413804263,0.4938506303,4.5834382321,1.8220035793,-1.5894762927,0.0907602618,0.795601624779605,0.552695978502122,2.00153583901772,1.03082514432316,-2.21400083109201,-0.572662553026226,2,1,1,1,1,2,2,3,2,2,2,1,1,1,3,2,1,4,2,2,2,2,2,4,4,2,1,1,4,4,4,1,1,1,1,3,3,3,3,4,1,3,4,4,3,3,4,3,4,3,3,4,4,1,1,1,4,3,3,1,1,3,4,3,4,3,4,1,1,1,3,3,1,1,1,4,4,4,1,3,3,1,1,1,1,3,1,1,1,3,4,4,1,4,3,1,3,3,1,1
0.1300285476,0.181609884,1.6358815461,4.3885813309,0.1254958215,0.0118198897,0.0630777536322226,0.267542953590103,2.56681287456894,2.11537337966864,1.07618478893922,-0.523164196376001,2,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
