,x,X,n_trials,a_rew,a_pun,K,theta,omega_f,omega_p,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,Accuracy
22,"[1, 3, 3, 1, 3, 3, 0, 2, 2, 3, 2, 2, 2, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 2, 1, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 0, 3, 0, 0]","[1.0, 0.5, 0.4, 0.8, 0.45, 0.45, 1.0, 0.5, 0.6000000000000001, 0.55, -0.1, 0.55, 0.05, 0.45, 1.2, -0.7000000000000001, 0.9, -1.9, 1.1, 1.2, 0.9, 1.0, 0.9, 0.6000000000000001, 0.4, 0.55, 0.5, 1.2, 0.0, -11.4, -1.9, 0.55, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, 0.4, 0.6000000000000001, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, 0.4, 0.45, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.55, 0.45, 0.65, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.55, 1.0, 0.65, -1.2, 1.2]",100,0.0707063327,0.45494614180000004,4.5929676818,3.3644670678,-1.7694345411999999,1.9557599677000002,1,3,3,1,3,3,0,2,2,3,2,2,2,2,0,0,0,0,1,1,1,1,1,3,3,3,3,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,0,3,0,0,75.0
23,"[1, 0, 0, 2, 1, 1, 2, 3, 0, 1, 3, 2, 1, 3, 0, 1, 2, 3, 3, 3, 1, 0, 0, 3, 2, 1, 0, 2, 3, 3, 2, 2, 0, 1, 0, 3, 3, 2, 0, 2, 3, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 3, 3, 0, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 2, 0, 3, 2, 3, 2, 2, 0, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2]","[1.0, 1.0, 1.2, 0.5, 0.8, 1.1, 0.6000000000000001, 0.5, -0.7000000000000001, 1.2, 0.4, -0.1, 0.9, 0.45, 0.9, 1.0, 0.55, 0.45, 0.55, 0.6000000000000001, 0.9, -1.9, 1.0, 0.4, 0.05, 1.2, -1.2, 0.45, 0.55, 0.5, 0.0, 0.45, 1.2, -11.4, -1.4, -1.9, 0.55, 0.1, -2.6, -0.1, 0.4, 0.55, 0.30000000000000004, -0.1, 0.6000000000000001, 0.45, 0.4, 0.45, 0.45, 0.4, 0.55, 0.65, 0.7000000000000001, 1.1, 0.5, -2.05, -2.2, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.6000000000000001, 0.30000000000000004, 0.55, 0.65, 0.15, 0.8, 0.4, 0.1, 0.8, 0.55, 0.9, 0.4, 0.4, 0.65, -0.35000000000000003, 0.30000000000000004, -1.5, 0.4, -2.45, 0.6000000000000001, 0.65, 0.75, 0.75, 0.6000000000000001, 0.65, -2.5, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.85, 0.5, 0.45, -0.05, 0.1]",100,0.47879535640000004,0.862392461,1.9315032795,0.7583512134,-1.2256821025,-0.2619919189,1,0,0,2,1,1,2,3,0,1,3,2,1,3,0,1,2,3,3,3,1,0,0,3,2,1,0,2,3,3,2,2,0,1,0,3,3,2,0,2,3,2,2,2,3,2,3,2,3,2,3,3,3,0,3,3,0,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,3,2,0,3,2,3,2,2,0,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,2,3,2,2,47.0
24,"[0, 3, 0, 0, 3, 2, 0, 0, 3, 0, 2, 3, 0, 0, 2, 0, 0, 3, 1, 1, 2, 3, 1, 3, 2, 3, 1, 2, 1, 3, 1, 0, 1, 3, 2, 0, 1, 2, 1, 2, 3, 0, 2, 3, 2, 0, 2, 3, 2, 3, 2, 3, 2, 0, 2, 3, 2, 2, 3, 0, 3, 2, 3, 0, 3, 2, 2, 0, 2, 3, 2, 0, 3, 3, 0, 2, 3, 0, 2, 3, 3, 0, 3, 2, 3, 0, 0, 3, 2, 2, 2, 3, 2, 3, 0, 3, 2, 0, 3, 2]","[1.0, 0.5, 1.2, -0.7000000000000001, 0.4, 0.5, 0.9, -1.9, 0.45, 1.0, 0.6000000000000001, 0.45, -1.2, 1.2, -0.1, -1.4, -2.6, 0.55, 1.0, 0.8, 0.55, 0.6000000000000001, 1.1, 0.4, 0.05, 0.55, 1.2, 0.45, 0.9, 0.5, 1.0, 1.1, 0.9, -1.9, 0.0, -2.2, 1.2, 0.45, -11.4, 0.1, 0.55, 0.9, -0.1, 0.4, 0.55, -1.5, 0.30000000000000004, 0.6000000000000001, -0.1, 0.4, 0.45, 0.45, 0.45, -0.8, 0.4, 0.55, 0.25, -0.15, 0.65, 1.1, 0.7000000000000001, 0.7000000000000001, 0.5, -2.1, -2.05, -0.1, 0.6000000000000001, -0.2, 0.4, 0.6000000000000001, 0.55, -1.3, 0.55, 0.65, 1.0, 0.30000000000000004, 0.8, -1.3, 0.15, 0.4, 0.8, -1.6, 0.4, 0.1, 0.65, 1.1, -2.4, -2.45, 0.55, 0.4, -0.35000000000000003, 0.6000000000000001, 0.30000000000000004, 0.65, 1.0, 0.75, 0.4, -0.8, 0.6000000000000001, 0.75]",100,0.4909693645,0.1776480923,3.7305856126,3.451864229,-0.26011110600000004,-1.7602066337000002,0,3,0,0,3,2,0,0,3,0,2,3,0,0,2,0,0,3,1,1,2,3,1,3,2,3,1,2,1,3,1,0,1,3,2,0,1,2,1,2,3,0,2,3,2,0,2,3,2,3,2,3,2,0,2,3,2,2,3,0,3,2,3,0,3,2,2,0,2,3,2,0,3,3,0,2,3,0,2,3,3,0,3,2,3,0,0,3,2,2,2,3,2,3,0,3,2,0,3,2,57.99999999999999
25,"[0, 3, 2, 2, 0, 3, 2, 0, 0, 1, 0, 1, 2, 3, 1, 1, 1, 3, 1, 3, 1, 3, 3, 3, 1, 1, 3, 2, 3, 0, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 0, 0, 2, 3, 3, 0, 0, 2, 2, 2, 3, 3, 2, 3, 0, 2, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3, 2, 2, 3, 2, 2, 2, 3, 0, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2]","[1.0, 0.5, 0.5, 0.6000000000000001, 1.2, 0.4, -0.1, -0.7000000000000001, 0.9, 1.0, -1.9, 0.8, 0.55, 0.45, 1.1, 1.2, 0.9, 0.45, 1.0, 0.55, 0.9, 0.6000000000000001, 0.4, 0.55, 1.2, -11.4, 0.5, 0.05, -1.9, 1.0, 0.45, 0.55, 0.0, 0.45, 0.1, -0.1, 0.4, 0.55, 0.6000000000000001, 0.30000000000000004, -1.2, 1.2, -0.1, 0.4, 0.45, -1.4, -2.6, 0.45, 0.45, 0.4, 0.55, 0.65, 0.25, 0.7000000000000001, 1.1, -0.15, 0.7000000000000001, -0.1, 0.5, 0.6000000000000001, -2.05, 0.6000000000000001, 0.4, 0.55, 0.55, 0.30000000000000004, 0.65, 0.15, 0.1, 0.8, 0.4, 0.55, 0.8, 0.4, 0.4, -0.35000000000000003, 0.65, 0.30000000000000004, 0.4, 0.75, -2.45, -2.2, 0.6000000000000001, 0.30000000000000004, 0.35000000000000003, 0.65, 0.45, 0.65, -0.2, 0.75, 0.5, -0.05, 0.1, 0.45, 0.8, 0.6000000000000001, 0.65, -2.5, 0.35000000000000003, 0.4]",100,0.1343082035,0.2680249302,1.5510445438,3.900925533,-0.9544720516,0.1374045709,0,3,2,2,0,3,2,0,0,1,0,1,2,3,1,1,1,3,1,3,1,3,3,3,1,1,3,2,3,0,2,3,2,2,2,2,3,2,3,2,0,0,2,3,3,0,0,2,2,2,3,3,2,3,0,2,2,2,3,2,3,3,2,2,3,2,3,2,2,3,3,2,3,3,2,2,3,2,2,2,3,0,3,2,2,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,50.0
26,"[3, 3, 1, 0, 2, 2, 3, 1, 3, 2, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 1, 1, 0, 3, 3, 2, 0, 0, 3, 0, 2, 0, 2, 3, 2, 1, 3, 3, 0, 2, 0, 3, 1, 1, 1, 0, 1, 3, 2, 3, 3, 1, 0, 3, 1, 1, 2, 2, 0, 3, 2, 0, 0, 0, 0, 3, 1, 0, 1, 3, 1, 2, 2, 2, 3, 3, 2, 0, 3, 1, 0, 3, 1, 1, 0, 1, 0, 1, 3, 0, 3, 3, 3, 3, 2, 3, 0, 3, 1, 2]","[0.5, 0.4, 1.0, 1.0, 0.5, 0.6000000000000001, 0.45, 0.8, 0.45, -0.1, 0.55, 0.6000000000000001, 0.4, 0.55, 1.2, 0.5, -1.9, 0.55, 0.4, 1.1, 1.2, 0.9, -0.7000000000000001, 0.6000000000000001, 0.4, 0.55, 0.9, -1.9, 0.45, 1.0, 0.05, -1.2, 0.45, 0.55, 0.0, 1.0, 0.65, 0.7000000000000001, 1.2, 0.45, -1.4, 0.5, 0.9, 1.2, -11.4, -2.6, 0.8, -2.05, 0.1, 0.6000000000000001, 0.55, 1.1, 1.1, 0.65, 1.0, 0.9, -0.1, 0.55, -2.2, 0.8, 0.30000000000000004, 0.9, -1.5, -0.8, 1.1, 0.4, -13.7, -2.1, 1.2, 0.8, 1.3, -0.1, 0.45, 0.45, 0.4, 0.65, 0.4, -0.2, -2.45, 1.1, -1.3, 0.6000000000000001, 0.9, 1.0, 1.0, 1.2, -1.3, -16.3, 0.65, -1.6, 0.75, 0.6000000000000001, 0.65, -2.5, 0.25, 0.85, 1.1, 0.45, 1.1, -0.15]",100,0.3600777495,0.0834346165,3.2494122826,0.2877388308,0.11033948660000001,1.5271724786,3,3,1,0,2,2,3,1,3,2,3,3,3,3,0,3,3,3,3,1,1,1,0,3,3,2,0,0,3,0,2,0,2,3,2,1,3,3,0,2,0,3,1,1,1,0,1,3,2,3,3,1,0,3,1,1,2,2,0,3,2,0,0,0,0,3,1,0,1,3,1,2,2,2,3,3,2,0,3,1,0,3,1,1,0,1,0,1,3,0,3,3,3,3,2,3,0,3,1,2,30.0
27,"[1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[1.0, 0.5, 0.4, 0.8, 0.45, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, 0.8, 0.4, 0.65, -2.45, 0.6000000000000001, 0.65, 0.75, 0.6000000000000001, 0.65, -2.5, 0.85, 0.45, 0.55, 0.7000000000000001, 0.55, 0.7000000000000001, 0.8, 0.65, 0.7000000000000001, 1.0, -2.7, 0.5, 1.2, -0.7000000000000001, 0.9, -1.9, 1.0, -1.2, 1.2, -1.4, 0.6000000000000001, -0.1, 0.55, -2.6, 1.1, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.9, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003]",100,0.1155208025,0.1569281862,0.9675390735,3.7909596335,-0.0638500192,1.4412147699,1,3,3,1,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,0,0,0,0,0,0,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,88.0
28,"[0, 0, 0, 3, 3, 3, 0, 2, 2, 0, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3]","[1.0, 1.2, -0.7000000000000001, 0.5, 0.4, 0.45, 0.9, 0.5, 0.6000000000000001, -1.9, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, -0.1, 0.55, 1.0, 0.05, 0.45, 0.8, 0.0, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 1.0, -1.2, 0.45, 0.1, 1.2, -1.4, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, -2.6, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.55, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.4, 0.6000000000000001, 0.6000000000000001, 0.4, 0.45, 0.55, 0.05, 0.65, 0.7000000000000001, 0.5, 0.2, -2.05, 0.6000000000000001]",100,0.5878563092,0.504620064,1.5954710071,3.3062857165,0.5449346732,-0.7979137228000001,0,0,0,3,3,3,0,2,2,0,3,3,3,3,3,3,3,2,2,1,2,2,1,2,1,1,1,1,1,1,1,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,78.0
29,"[1, 3, 0, 1, 3, 1, 2, 0, 3, 1, 0, 1, 2, 3, 0, 1, 0, 1, 3, 1, 2, 1, 3, 2, 3, 2, 0, 3, 0, 2, 0, 3, 0, 2, 3, 2, 0, 2, 3, 0, 2, 3, 0, 2, 3, 0, 2, 3, 0, 2, 3, 2, 0, 2, 3, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 3, 0, 2, 0, 2, 0, 2, 3, 2, 0, 3, 0, 2, 3, 2, 3, 3, 2, 0, 3, 0, 2, 3, 0, 0, 3, 2, 3, 0, 3, 2, 0, 2, 3, 0]","[1.0, 0.5, 1.0, 0.8, 0.4, 1.1, 0.5, 1.2, 0.45, 1.2, -0.7000000000000001, 0.9, 0.6000000000000001, 0.45, 0.9, 1.0, -1.9, 0.9, 0.55, 1.2, -0.1, -11.4, 0.6000000000000001, 0.55, 0.4, 0.05, 1.0, 0.55, -1.2, 0.45, 1.2, 0.5, -1.4, 0.0, -1.9, 0.45, -2.6, 0.1, 0.55, 1.1, -0.1, 0.4, -2.2, 0.55, 0.6000000000000001, 0.9, 0.30000000000000004, 0.4, -1.5, -0.1, 0.45, 0.45, -0.8, 0.45, 0.55, 1.1, 0.65, 0.4, -2.1, 0.7000000000000001, 0.25, -0.2, 0.5, -0.15, -1.3, -2.05, 1.0, 0.7000000000000001, -1.3, -0.1, -1.6, 0.6000000000000001, 0.6000000000000001, 0.4, 1.1, 0.55, -2.4, 0.55, 0.65, 0.30000000000000004, 0.8, 0.4, 0.15, 1.0, 0.8, -0.8, 0.1, 0.4, -1.2, -0.4, 0.65, 0.55, -2.45, -1.1, 0.6000000000000001, 0.4, 1.2, -0.35000000000000003, 0.65, -2.2]",100,0.5947907566,0.3291329995,1.6054895552000001,3.7874504881,-1.0650401777,-1.8121718381,1,3,0,1,3,1,2,0,3,1,0,1,2,3,0,1,0,1,3,1,2,1,3,2,3,2,0,3,0,2,0,3,0,2,3,2,0,2,3,0,2,3,0,2,3,0,2,3,0,2,3,2,0,2,3,0,3,2,0,3,2,0,3,2,0,3,0,2,0,2,0,2,3,2,0,3,0,2,3,2,3,3,2,0,3,0,2,3,0,0,3,2,3,0,3,2,0,2,3,0,64.0
30,"[2, 0, 3, 0, 2, 3, 0, 0, 2, 2, 3, 3, 1, 0, 3, 2, 3, 1, 1, 2, 3, 2, 1, 1, 3, 1, 2, 3, 1, 1, 3, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 3, 2, 0, 2, 2, 0, 2, 2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 2, 0, 2, 2, 0, 2, 2, 2, 3, 2, 2, 0, 2, 3, 2, 2, 3, 2, 2, 3]","[0.5, 1.0, 0.5, 1.2, 0.6000000000000001, 0.4, -0.7000000000000001, 0.9, -0.1, 0.55, 0.45, 0.45, 1.0, -1.9, 0.55, 0.05, 0.6000000000000001, 0.8, 1.1, 0.45, 0.4, 0.0, 1.2, 0.9, 0.55, 1.0, 0.45, 0.5, 0.9, 1.2, -1.9, -11.4, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.55, 0.45, 0.45, 0.4, 0.4, 0.6000000000000001, 0.25, 0.4, 0.45, -0.15, 0.55, 0.7000000000000001, -0.1, 0.6000000000000001, 0.65, 0.4, 0.7000000000000001, 0.5, -2.05, 0.55, 0.30000000000000004, 0.15, 0.6000000000000001, 0.1, 1.0, 0.55, 0.4, -1.2, -0.35000000000000003, 0.30000000000000004, 0.55, 0.4, 0.65, 0.75, 0.8, 0.4, 0.30000000000000004, 0.8, 0.35000000000000003, 0.4, 0.65, 0.45, -2.45, 0.65, 1.2, -0.2, 0.5, -1.4, -0.05, 0.1, 0.45, 0.6000000000000001, 0.8, 0.35000000000000003, -2.6, 0.4, 0.65, 0.5, 0.45, 0.75, -0.15, 0.55, 0.6000000000000001]",100,0.39762430390000003,0.7828700897,0.064524775,2.247780422,-0.8550120814000001,-0.0210799464,2,0,3,0,2,3,0,0,2,2,3,3,1,0,3,2,3,1,1,2,3,2,1,1,3,1,2,3,1,1,3,1,2,2,2,2,2,3,2,2,2,3,3,2,3,3,2,3,2,2,2,3,2,3,3,3,2,2,2,3,2,0,2,2,0,2,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,0,2,2,0,2,2,2,3,2,2,0,2,3,2,2,3,2,2,3,67.0
31,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.5, 0.6000000000000001, -0.1, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 1.0, 1.2, -0.7000000000000001, 0.9, -1.9, 0.6000000000000001, 0.05, 0.2, 1.0, -1.2, 1.2, -1.4, -2.6, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001]",100,0.7847638581,0.2945319929,4.3714697536,4.1212763044,1.9108521440000001,1.3073763658,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,93.0
32,"[0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1.0, 1.2, -0.7000000000000001, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.5, 0.6000000000000001, -0.1, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.9, -1.9, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, 0.8, 0.4, 0.65, -2.45, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1]",100,0.4496342512,0.8597063768000001,1.8197342214,4.0060795707,1.2743328507,-0.28241776550000003,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,94.0
33,"[0, 1, 2, 1, 3, 2, 2, 1, 1, 1, 2, 3, 0, 1, 2, 0, 0, 0, 1, 1, 2, 1, 2, 2, 3, 3, 3, 2, 3, 2, 2, 0, 3, 0, 3, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 0, 0, 2, 3, 3, 2, 3, 2, 3, 2, 0, 3, 3, 3, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 3, 2, 3, 0, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 3, 2, 2]","[1.0, 1.0, 0.5, 0.8, 0.5, 0.6000000000000001, -0.1, 1.1, 1.2, 0.9, 0.55, 0.4, 1.2, 1.0, 0.05, -0.7000000000000001, 0.9, -1.9, 0.9, 1.2, 0.45, -11.4, 0.0, 0.45, 0.45, 0.45, 0.55, 0.1, 0.6000000000000001, -0.1, 0.55, 1.0, 0.4, -1.2, 0.55, 0.30000000000000004, 0.5, -1.9, -0.1, 0.45, 0.45, 0.55, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.4, 0.55, 1.2, -1.4, 0.30000000000000004, 0.6000000000000001, 0.4, 0.15, 0.45, 0.1, 0.55, 0.55, -2.6, 0.65, 0.7000000000000001, 0.5, -2.05, 0.4, 0.6000000000000001, -0.35000000000000003, 0.55, 0.30000000000000004, 0.4, 0.65, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.8, 0.4, 0.65, 0.8, 1.1, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.4, 0.5, 0.65, -2.45, 0.45, -0.15, 0.55, 0.6000000000000001, 0.0, 0.15]",100,0.1879046214,0.49524851700000005,3.9474637811,1.9403984707,-1.295486563,1.6530882644,0,1,2,1,3,2,2,1,1,1,2,3,0,1,2,0,0,0,1,1,2,1,2,2,3,3,3,2,3,2,2,0,3,0,3,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,0,0,2,3,3,2,3,2,3,2,0,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,3,3,2,3,0,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,56.00000000000001
